0.44	0	0.32738
0.441	0	0.327949
0.442	0	0.328597
0.443	0	0.329167
0.444	0	0.329757
0.445	0	0.330403
0.445	0	0.330337
0.446	0	0.330982
0.447	0	0.33161
0.448	0	0.332166
0.449	0	0.33277
0.45	0	0.333403
0.45	0	0.3334
0.451	0	0.333986
0.452	0	0.334569
0.453	0	0.335181
0.454	0	0.335756
0.455	0.01	0.33638
0.455	0	0.336398
0.456	0	0.336958
0.457	0.01	0.337555
0.458	0.01	0.338188
0.459	0	0.338767
0.46	0.02	0.339355
0.46	0.03	0.339365
0.461	0.04	0.339978
0.462	0.09	0.340569
0.463	0.09	0.341152
0.464	0.07	0.341709
0.465	0.12	0.34236
0.465	0.1	0.34229
0.466	0.14	0.342952
0.467	0.24	0.343539
0.468	0.36	0.34415
0.469	0.32	0.344735
0.47	0.38	0.345307
0.471	0.42	0.345858
0.472	0.53	0.346476
0.473	0.51	0.34705
0.474	0.63	0.347641
0.475	0.74	0.348222
0.475	0.66	0.348235
0.476	0.77	0.348805
0.477	0.76	0.349421
0.478	0.89	0.349992
0.479	0.87	0.350577
0.48	0.9	0.351115
0.48	0.91	0.351149
0.481	0.94	0.351724
0.482	0.92	0.352302
0.483	1	0.352898
0.484	0.99	0.353503
0.485	0.98	0.354088
